original_review,comment_clean,sentiment_label,label_numeric
ok,ok,positive,2
I loved it so much on my living room TV that I bought one for the bedroom TV. Highly recommend this device to anyone wanting to simplify and improve their online entertainment experience.,i loved it so much on my living room tv that i bought one for the bedroom tv. highly recommend this device to anyone wanting to simplify and improve their online entertainment experience.,positive,2
Does everything I need!,does everything i need!,positive,2
Love it love it love it,love it love it love it,positive,2
awesome device,awesome device,positive,2
CAN WATCH AMAZON PRIME SHOWS AND TALK TO ALEXUS,can watch amazon prime shows and talk to alexus,positive,2
"This product replaces the 1st generation Fire Stick I had, and what an improvement in speed in both showing Amazon content but ALL apps downloaded on PRODUCT! I bought in on PRIME day for $19 .... BEST DEAL EVER !","this product replaces the 1st generation fire stick i had, and what an improvement in speed in both showing amazon content but all apps downloaded on product! i bought in on prime day for $19 .... best deal ever !",positive,2
"Just as advertised, bought as a gift, great price, fast shipping!!","just as advertised, bought as a gift, great price, fast shipping!!",positive,2
 ,,positive,2
Very easy to set up and straight forward directions. Loads fast also.,very easy to set up and straight forward directions. loads fast also.,positive,2
I purchased the Fire Stick to be able to watch movies at my convenience. I love that there is such a variety of genres. I also enjoy it gives you the ability to watch TV shows too. It's Awesome!,i purchased the fire stick to be able to watch movies at my convenience. i love that there is such a variety of genres. i also enjoy it gives you the ability to watch tv shows too. it's awesome!,positive,2
Being able to tell it what to go to,being able to tell it what to go to,positive,2
Love this! So many options!,love this! so many options!,positive,2
I love it,i love it,positive,2
Love it. Many stations to choose from,love it. many stations to choose from,positive,2
It was a gift.,it was a gift.,positive,2
"It still doesn’t work.  I bet if I call and let them know that, they will charge me for the 3rd time.  Ridiculous.","it still doesn’t work.  i bet if i call and let them know that, they will charge me for the 3rd time.  ridiculous.",negative,0
I love the Alexa remote and easy to use.,i love the alexa remote and easy to use.,positive,2
 ,,negative,0
works great,works great,positive,2
"It is very easy to use,I can now watch my favorite movies","it is very easy to use,i can now watch my favorite movies",positive,2
"Doubtful at first, but it works a lot better than my smart devices.Plus Alexa software include, that was a plus!","doubtful at first, but it works a lot better than my smart devices.plus alexa software include, that was a plus!",positive,2
"Love our Fire Stick,easy to set up and have loads of shows for free and plenty to rent or buy.We also use Pluto TV and Tubi so that's even more TV.Alexa makes it so easy to find any show or movie I want.We love the money we save.","love our fire stick,easy to set up and have loads of shows for free and plenty to rent or buy.we also use pluto tv and tubi so that's even more tv.alexa makes it so easy to find any show or movie i want.we love the money we save.",positive,2
It was perfect.  Works like a charm.,it was perfect.  works like a charm.,positive,2
Netflix and Hulu,netflix and hulu,neutral,1
"I love this fire stick because after installing a few highly recommended apps, I discovered that a lot of the channels I don't have with my cable provider is included,  and I don't have to pay extra! Just subscribing to a few streaming apps will do and I still come out paying way less than cable tv.","i love this fire stick because after installing a few highly recommended apps, i discovered that a lot of the channels i don't have with my cable provider is included,  and i don't have to pay extra! just subscribing to a few streaming apps will do and i still come out paying way less than cable tv.",positive,2
Love this wished I had gotten it sooner,love this wished i had gotten it sooner,positive,2
Makes accessing all of the Apps easy. Love the voice control.,makes accessing all of the apps easy. love the voice control.,positive,2
It's my second one and works well,it's my second one and works well,positive,2
I love my fire stick!,i love my fire stick!,positive,2
Great product. Very versatile and easy to use,great product. very versatile and easy to use,positive,2
Ease of usage,ease of usage,positive,2
"I love this, it's quick and easy to use. I love that there are so many apps you can access but disappointed some of them cost extra money to use. I also love the music app on here. I didn't think I would use it because I have Alexa echo and listen to music all the time on there. But I tried it on the fire tv and it gives you the lyric as the songs play! Love it!!","i love this, it's quick and easy to use. i love that there are so many apps you can access but disappointed some of them cost extra money to use. i also love the music app on here. i didn't think i would use it because i have alexa echo and listen to music all the time on there. but i tried it on the fire tv and it gives you the lyric as the songs play! love it!!",positive,2
Love it. The only downside is that you can't download any app you want.,love it. the only downside is that you can't download any app you want.,positive,2
Still learning how to use it but like it so far. We played music from YouTube and a couple movies on it. No complaints,still learning how to use it but like it so far. we played music from youtube and a couple movies on it. no complaints,positive,2
We are using the internet for our home and loving them,we are using the internet for our home and loving them,positive,2
My Father liked the added programing in which he is interested.,my father liked the added programing in which he is interested.,positive,2
I love my fire stick,i love my fire stick,positive,2
Love it and how easy it is to use. One of the best Prime Day purchases we have made.,love it and how easy it is to use. one of the best prime day purchases we have made.,positive,2
Satisfied with the purchase,satisfied with the purchase,positive,2
Im able to connect to prime quick,im able to connect to prime quick,positive,2
ABSOLUTELY LOVE THIS PRODUCT SO EASY TO USE BETTER THAN SCROLLING CHANNELS.,absolutely love this product so easy to use better than scrolling channels.,positive,2
 ,,negative,0
Loved it. No more cable bills for us.  I would advise anyone to get one. 2nd one bought.,loved it. no more cable bills for us.  i would advise anyone to get one. 2nd one bought.,positive,2
I bought it for my sister and she hasn't had any complaints yet so I think it's great!,i bought it for my sister and she hasn't had any complaints yet so i think it's great!,positive,2
"absolutely an amazing device, very easy to setup and use","absolutely an amazing device, very easy to setup and use",positive,2
"The current demand for this stick, was too high for the power coming out of my USB port on the TV. Had to run the power cable to the supplied USB adapter. Not a big deal but added another cable showing on my wall mounted TV.","the current demand for this stick, was too high for the power coming out of my usb port on the tv. had to run the power cable to the supplied usb adapter. not a big deal but added another cable showing on my wall mounted tv.",positive,2
Works very well for Amazon and Netflix but will not a let all viewing platforms like VUDU. It also will shut down if HULU is played for more than a couple minutes and yes I have it directly plugged into the wall so low power source is not an issue (even checked outlet voltage) an issue which is typically the answer you get for that issue.over all the quality of the picture is quiet well and is a user friendly platform to use If they would fix those two issues I would have one on every tv in the house but as it sits this will be our only one. to bad to because I relay like amazon products and having Alexa is always nice,works very well for amazon and netflix but will not a let all viewing platforms like vudu. it also will shut down if hulu is played for more than a couple minutes and yes i have it directly plugged into the wall so low power source is not an issue (even checked outlet voltage) an issue which is typically the answer you get for that issue.over all the quality of the picture is quiet well and is a user friendly platform to use if they would fix those two issues i would have one on every tv in the house but as it sits this will be our only one. to bad to because i relay like amazon products and having alexa is always nice,neutral,1
Love the Firestick thinking about canceling the satellite,love the firestick thinking about canceling the satellite,positive,2
"I'm amazed at how many movies, tv shows and more is available. I am planning to drop cable service soon and am very happy to know I'll have lots of viewing pleasure with the Fire stick and not pay the outrageous cable bills.","i'm amazed at how many movies, tv shows and more is available. i am planning to drop cable service soon and am very happy to know i'll have lots of viewing pleasure with the fire stick and not pay the outrageous cable bills.",positive,2
Easy to setup.  Sometimes Alexis does not work the greatest. The connection fire stick and WiFi is way bettter than Netflix .,easy to setup.  sometimes alexis does not work the greatest. the connection fire stick and wifi is way bettter than netflix .,positive,2
Works great,works great,positive,2
Ease of use.,ease of use.,positive,2
Finally bought one but it couldn't find my Wi-Fi. Had to buy a Wi-Fi extended. My smart t.v. used the Wi-Fi just fine.,finally bought one but it couldn't find my wi-fi. had to buy a wi-fi extended. my smart t.v. used the wi-fi just fine.,positive,2
This firestick is everything!,this firestick is everything!,positive,2
"Recently cut the cord on cable television. Needed an easy to install and relatively inexpensive alternative option to fill the gap. Ordered the Amazon Fire Stick from Best Buy. Instructions were short and easy to follow. I was going to order the Amazon Ethernet Adapter because I was worried about wireless speeds in my area, but thought I'd wait and see. Glad I did. Wireless connection has proved almost flawless so far. A few brief hiccups here and there, but I'm convinced that was from the Apps themselves. Don't miss the ridiculously high cable prices and am able to watch most of what I used to watch for a much lower price, which right now is a total of $50 a month. Amazon Fire Stick is limited to 1GB of memory and 8GB of storage. Thought that would be a huge issue when it came to downloading Apps and recording shows. So far it hasn't been any issue at all. The upcoming fall tv schedule, which includes the return of NFL Football, might prove more troublesome when I need to record more often. I'll worry about that then. My only real issue is that you can't really turn it off. The screen remains on and uses up electricity, although probably small amounts. Luckily when you unplug it, all downloaded Apps and recorded shows stay in memory. Not sure what happens when you have something scheduled to record when it's unplugged. Haven't tried it yet, although I don't think it'll be an issue with DirectTV Now, which I'm using right now. So far I'm loving the Amazon Fire Stick. Actually love that Amazon, which I use occasionally, come pre-installed.","recently cut the cord on cable television. needed an easy to install and relatively inexpensive alternative option to fill the gap. ordered the amazon fire stick from best buy. instructions were short and easy to follow. i was going to order the amazon ethernet adapter because i was worried about wireless speeds in my area, but thought i'd wait and see. glad i did. wireless connection has proved almost flawless so far. a few brief hiccups here and there, but i'm convinced that was from the apps themselves. don't miss the ridiculously high cable prices and am able to watch most of what i used to watch for a much lower price, which right now is a total of $50 a month. amazon fire stick is limited to 1gb of memory and 8gb of storage. thought that would be a huge issue when it came to downloading apps and recording shows. so far it hasn't been any issue at all. the upcoming fall tv schedule, which includes the return of nfl football, might prove more troublesome when i need to record more often. i'll worry about that then. my only real issue is that you can't really turn it off. the screen remains on and uses up electricity, although probably small amounts. luckily when you unplug it, all downloaded apps and recorded shows stay in memory. not sure what happens when you have something scheduled to record when it's unplugged. haven't tried it yet, although i don't think it'll be an issue with directtv now, which i'm using right now. so far i'm loving the amazon fire stick. actually love that amazon, which i use occasionally, come pre-installed.",positive,2
Everything,everything,positive,2
Love this!,love this!,positive,2
Really enjoying my firestick can’t wait to get rid of  cable such a waste of money.,really enjoying my firestick can’t wait to get rid of  cable such a waste of money.,positive,2
Good,good,positive,2
Love it!,love it!,positive,2
Easy to set up and use.,easy to set up and use.,positive,2
WooHoo! $20 on Prime Day; done!,woohoo! $20 on prime day; done!,positive,2
Perfect,perfect,positive,2
Very easy to use! Makes finding shows and movies a snap.,very easy to use! makes finding shows and movies a snap.,positive,2
 ,,negative,0
Upgraded from a first generation firestick. I don't know why I waited so long. I love it!,upgraded from a first generation firestick. i don't know why i waited so long. i love it!,positive,2
Amazing device,amazing device,positive,2
Great product.,great product.,positive,2
"This was a replacement of an older version of Fire Stick. I haven't tried the Alexa voice part of this remote yet, but it works great.","this was a replacement of an older version of fire stick. i haven't tried the alexa voice part of this remote yet, but it works great.",positive,2
I bought and love them. Alexa is very convenient.,i bought and love them. alexa is very convenient.,positive,2
Like,like,positive,2
"I don't have Alexa, but after getting this I'm feeling inspired to get one. I feel this is a good gateway and or Alexa trial, and liking it so far.  Channels work just fine like Apple TV, just need to check if there is a phone app for a keyboard typing, because spelling things out on keyboard sucks for searching YouTube clips","i don't have alexa, but after getting this i'm feeling inspired to get one. i feel this is a good gateway and or alexa trial, and liking it so far.  channels work just fine like apple tv, just need to check if there is a phone app for a keyboard typing, because spelling things out on keyboard sucks for searching youtube clips",positive,2
I definitely like this product.  Wanted to be able to watch Netflix on my tv!  Easy to install!,i definitely like this product.  wanted to be able to watch netflix on my tv!  easy to install!,positive,2
⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,positive,2
Great product. So many features.,great product. so many features.,positive,2
"I like to watch older shows, 70's and 80's, and the firestick gives me the opportunity to find those shows.","i like to watch older shows, 70's and 80's, and the firestick gives me the opportunity to find those shows.",positive,2
I really like this product and the fact that I can get apps that I am unable to get on my smart tv,i really like this product and the fact that i can get apps that i am unable to get on my smart tv,positive,2
Works wonderfully.,works wonderfully.,positive,2
Use it all the time and love it. Very quality product.,use it all the time and love it. very quality product.,positive,2
I have used Roku & Mi Tv box. This fire TV stick is very similar. Easy to use.,i have used roku & mi tv box. this fire tv stick is very similar. easy to use.,positive,2
We all just love the TV fire stick and I would buy it again.,we all just love the tv fire stick and i would buy it again.,positive,2
Is good.,is good.,positive,2
Works really well.,works really well.,positive,2
Worked as advertised !,worked as advertised !,positive,2
It works great. Better than the previous fire stick!,it works great. better than the previous fire stick!,positive,2
"Very easy setup, and Alexa can be heard well and receive Very well.","very easy setup, and alexa can be heard well and receive very well.",positive,2
I like my Amazon Fire stick I use it for my TV thank you for your help when I called you to get further instructions how to use it thank you have a good evening,i like my amazon fire stick i use it for my tv thank you for your help when i called you to get further instructions how to use it thank you have a good evening,positive,2
Great ! It was the best decision ! Especially if you have Amazon Prime.,great ! it was the best decision ! especially if you have amazon prime.,positive,2
I love everything about the fire stick. It’s easy to use and Alexa makes it quicker to get to tv shows or music.,i love everything about the fire stick. it’s easy to use and alexa makes it quicker to get to tv shows or music.,positive,2
Works great! Alexa finds all the goodies you could ask for!,works great! alexa finds all the goodies you could ask for!,positive,2
I was able to use this in another room and add Alexa in that room.,i was able to use this in another room and add alexa in that room.,positive,2
"Works great, speed is fast. Exactly what we needed","works great, speed is fast. exactly what we needed",positive,2
This was just an additional one for my other TV. Loved it so much use it on the regular TV. Easy to set up and fairly easy to navigate. I don’t waste my money on regular TV cable or anything else. This is enough for me as I don’t watch too much TV.,this was just an additional one for my other tv. loved it so much use it on the regular tv. easy to set up and fairly easy to navigate. i don’t waste my money on regular tv cable or anything else. this is enough for me as i don’t watch too much tv.,positive,2
I love this! It’s user friendly and better than any streaming device we have previously used. I wish we had purchased sooner and purchased more of them.,i love this! it’s user friendly and better than any streaming device we have previously used. i wish we had purchased sooner and purchased more of them.,positive,2
"My 90 year old Mom LOVES that she can watch the 1st Season of Blue Bloods ❤. My one wish is that she could watch CSI:MIAMI...without having to pay for it...😥 The bill for OPTIMUM is already, quite high. Can you help us? We live on Long Island, NY (Suffolk County )","my 90 year old mom loves that she can watch the 1st season of blue bloods ❤. my one wish is that she could watch csi:miami...without having to pay for it...😥 the bill for optimum is already, quite high. can you help us? we live on long island, ny (suffolk county )",positive,2
Excellent,excellent,positive,2
I ABSOLUTELY LOVE IT!!!  It’s just what l needed and MORE!!!  I didn’t realize that the remote included voice remote.  HOW CONVENIENT!!!!  I’m so glad that l made that purchase!!!!,i absolutely love it!!!  it’s just what l needed and more!!!  i didn’t realize that the remote included voice remote.  how convenient!!!!  i’m so glad that l made that purchase!!!!,positive,2
"It’s better than I thought, it practically turns your regular tv into a smart tv!","it’s better than i thought, it practically turns your regular tv into a smart tv!",positive,2
"Lovee it! It has evrything I need it, now I cant even get my dad out of my room hahahaha... movie addicts.","lovee it! it has evrything i need it, now i cant even get my dad out of my room hahahaha... movie addicts.",positive,2
Works great to watch youtube and amazin video,works great to watch youtube and amazin video,positive,2
"Like it alots, something different than traditional television. The use of Alexa is nice too.","like it alots, something different than traditional television. the use of alexa is nice too.",positive,2
Works well I have several of these recommend to anyone,works well i have several of these recommend to anyone,positive,2
"Awesome, wish I had gotten one sooner.","awesome, wish i had gotten one sooner.",positive,2
Great product,great product,positive,2
Works great no lag and is much better than the gen 1 devices I was using. I would recommend this if you have a 1rst gen and are tired of the lag and crashes.,works great no lag and is much better than the gen 1 devices i was using. i would recommend this if you have a 1rst gen and are tired of the lag and crashes.,positive,2
Works great. Easy set up.,works great. easy set up.,positive,2
Love it so easy to use,love it so easy to use,positive,2
I love the firestick ! It's easy to set up and use. It rarely stops to buffer and. It  would be a bargain at twice the price.,i love the firestick ! it's easy to set up and use. it rarely stops to buffer and. it  would be a bargain at twice the price.,positive,2
"I do like the Fire Stick and I’m very close to cutting the cable.  I can find many movies and shows, while keeping my budget in check.  I’m learning how to maneuver around the channels and find my shows quickly.","i do like the fire stick and i’m very close to cutting the cable.  i can find many movies and shows, while keeping my budget in check.  i’m learning how to maneuver around the channels and find my shows quickly.",positive,2
Simple install and love the voice activation,simple install and love the voice activation,positive,2
We haven’t used it much yet.  We like what we have used. My husband loves it.,we haven’t used it much yet.  we like what we have used. my husband loves it.,positive,2
very easy to set up and very easy to use,very easy to set up and very easy to use,positive,2
"Once connected it brought so many options to view. We connected with quite a few of the channels.Must have,","once connected it brought so many options to view. we connected with quite a few of the channels.must have,",positive,2
Great product. Had a bit of a problem to download kodi but once it is done. You get all the movies Tv programs.,great product. had a bit of a problem to download kodi but once it is done. you get all the movies tv programs.,positive,2
Very impressed.  Simple to use,very impressed.  simple to use,positive,2
Perfect for streaming our shows. Ditched cable and we are in love!,perfect for streaming our shows. ditched cable and we are in love!,positive,2
Best streaming device on the market. I now own 3.,best streaming device on the market. i now own 3.,positive,2
Great product. Love the larger remote! Great deal!,great product. love the larger remote! great deal!,positive,2
This thing is awesome. We watch it more then the regular cable. Going to by more on Black Friday as Christmas gifts.,this thing is awesome. we watch it more then the regular cable. going to by more on black friday as christmas gifts.,positive,2
Love all the options with the fire tv stick!Works great!,love all the options with the fire tv stick!works great!,positive,2
The menu''s are cumbersome to get your apps set up.,the menu''s are cumbersome to get your apps set up.,positive,2
Easy to use,easy to use,positive,2
Awesome,awesome,positive,2
Good shape,good shape,positive,2
"I’m very unhappy with this Firestick, every time we change programs or channels within a program there is a very long delay. We have 2 Roku’s That work just fine and are very quick.","i’m very unhappy with this firestick, every time we change programs or channels within a program there is a very long delay. we have 2 roku’s that work just fine and are very quick.",negative,0
"Had to return it as Hulu does not work on device.  It kept coming up with errors, and Hulu app not being able to open at times.  It was hit and miss, and at times, Hulu will stop working right in the middle of a show or movie.  Plus fire stick is very slow in opening the apps.","had to return it as hulu does not work on device.  it kept coming up with errors, and hulu app not being able to open at times.  it was hit and miss, and at times, hulu will stop working right in the middle of a show or movie.  plus fire stick is very slow in opening the apps.",negative,0
I love my amazon sticks,i love my amazon sticks,positive,2
I like being able to watch pretty much anything I want at anytime. Works great!,i like being able to watch pretty much anything i want at anytime. works great!,positive,2
I love my fire stick. It is so easy to use.,i love my fire stick. it is so easy to use.,positive,2
The Firestick we were sent doesn’t work. At all.  Voice remote won’t even turn on. We did all the troubleshooting steps. Didn’t work. Contacted Amazon. They sent us a new one - with no remote/no way to control it! We gave up and got a Roku (which works great!),the firestick we were sent doesn’t work. at all.  voice remote won’t even turn on. we did all the troubleshooting steps. didn’t work. contacted amazon. they sent us a new one - with no remote/no way to control it! we gave up and got a roku (which works great!),negative,0
Just the perfect cost effective solution.  Thank you Amazon.,just the perfect cost effective solution.  thank you amazon.,positive,2
Firestick easy to use and I enjoyed it.,firestick easy to use and i enjoyed it.,positive,2
i do wish the dot could connect to the fire stick but both products still worked flawlessly,i do wish the dot could connect to the fire stick but both products still worked flawlessly,positive,2
"My old amazon fire stick kept crashing when using Sling TV.I bought this one thinking the old one was defective.This one is doing the same thing. When going back into Sling, it starts up where I left off in the program.","my old amazon fire stick kept crashing when using sling tv.i bought this one thinking the old one was defective.this one is doing the same thing. when going back into sling, it starts up where i left off in the program.",negative,0
Ordered 2 on deal day. 1 doesn’t work and 2 nd just went down after 2 days 😏,ordered 2 on deal day. 1 doesn’t work and 2 nd just went down after 2 days 😏,negative,0
"Love my fire stick and remote, so easy to set up and use. Endless amounts of apps to download! Used it with my smart tv and it’s 100X better than the features smart TVs offer","love my fire stick and remote, so easy to set up and use. endless amounts of apps to download! used it with my smart tv and it’s 100x better than the features smart tvs offer",positive,2
Great easy to set up.A little difficult to navigate and the instructions are non existent,great easy to set up.a little difficult to navigate and the instructions are non existent,positive,2
Super good!,super good!,positive,2
Fun taking to the TV. Works good. It’s a little confusing moving around the programs.,fun taking to the tv. works good. it’s a little confusing moving around the programs.,positive,2
That it doesn’t turn my television on or off.,that it doesn’t turn my television on or off.,neutral,1
"I loved how easy this was to install sry up, and use! Simply amazing.  So amazing we bought two!This allowed us to officially ""CUT THE CABLE CORD"".Love it!","i loved how easy this was to install sry up, and use! simply amazing.  so amazing we bought two!this allowed us to officially ""cut the cable cord"".love it!",positive,2
I expected to have access to more current movie instead of having to pay. The easy setup was helpful and I love the speedy delivery.,i expected to have access to more current movie instead of having to pay. the easy setup was helpful and i love the speedy delivery.,positive,2
"Works great! I recommend it to anyone who has prime, WiFi and an hdm1 tv. That’s all u need. I’m not really technologically savvy but even I was able to set it up with included and on screen directions.","works great! i recommend it to anyone who has prime, wifi and an hdm1 tv. that’s all u need. i’m not really technologically savvy but even i was able to set it up with included and on screen directions.",positive,2
need a few more,need a few more,positive,2
I love that you can watch Bob Dylan’s movies,i love that you can watch bob dylan’s movies,positive,2
Love the Alexa feature. Firestick is working just fine.,love the alexa feature. firestick is working just fine.,positive,2
Very easy to install.  Very intuitive to use.  Very happy with the purchase.,very easy to install.  very intuitive to use.  very happy with the purchase.,positive,2
Ease of use!,ease of use!,positive,2
"I don't like how I cannot load my Hulu account, it is also very slow. I know it is not my Internet connection because I have an Xbox One that works just fine, but my Fire TV Stick takes forever to load anything.","i don't like how i cannot load my hulu account, it is also very slow. i know it is not my internet connection because i have an xbox one that works just fine, but my fire tv stick takes forever to load anything.",negative,0
Amazing for all your entertainment needs!,amazing for all your entertainment needs!,positive,2
"It's constantly buffering, to the point where you can't watch anything without interruption. I purchased on Prime Day plus I used rewards to pay for it, so in the end I paid next to nothing. If I had paid full price for it I might want my money back. We stopped trying to use it and went back to our old streaming device. I know our internet service is not the issue because we do not have this problem with any other devices that we stream from.","it's constantly buffering, to the point where you can't watch anything without interruption. i purchased on prime day plus i used rewards to pay for it, so in the end i paid next to nothing. if i had paid full price for it i might want my money back. we stopped trying to use it and went back to our old streaming device. i know our internet service is not the issue because we do not have this problem with any other devices that we stream from.",negative,0
"I didn’t realize it needed an external power source in order to utilize the fire stick. I thought it was more along the lines of a flash drive device you Singley plugged into your tv. However, since using my amazon fire stick I have enjoyed every moment of it and would definitely recommend this product to any and all.","i didn’t realize it needed an external power source in order to utilize the fire stick. i thought it was more along the lines of a flash drive device you singley plugged into your tv. however, since using my amazon fire stick i have enjoyed every moment of it and would definitely recommend this product to any and all.",positive,2
I love it!!!!!!,i love it!!!!!!,positive,2
Easy to install and operate. Works with Alexa voice commands.,easy to install and operate. works with alexa voice commands.,positive,2
"This was a Prime Day purchase. I'm still learning my way around it. So far, so good. The addition of Alexa is nice.","this was a prime day purchase. i'm still learning my way around it. so far, so good. the addition of alexa is nice.",positive,2
I love how it is Alexa enabled. I just say the show I want to watch and &#34;she&#34; knows how and where to find it for me!,i love how it is alexa enabled. i just say the show i want to watch and &#34;she&#34; knows how and where to find it for me!,positive,2
Super easy to set up.  Easy to use. Lots of app options available.,super easy to set up.  easy to use. lots of app options available.,positive,2
"The first stick is a solid, entry level, device and does what it's supposed to do.","the first stick is a solid, entry level, device and does what it's supposed to do.",positive,2
"Works fine, I wanted this for my bedroom television.","works fine, i wanted this for my bedroom television.",positive,2
Does not work with you tube tv,does not work with you tube tv,positive,2
Easy to set up; Easy to use!,easy to set up; easy to use!,positive,2
I love all the viewing choices on FIRE STICK!,i love all the viewing choices on fire stick!,positive,2
Good product,good product,positive,2
This is my 2nd fire TV stick with Alexa I have been very happy with my first one love that you can use so many apps with it. Big 👍,this is my 2nd fire tv stick with alexa i have been very happy with my first one love that you can use so many apps with it. big 👍,positive,2
"Love the Firestick! My kids love that they can talk to Alexa and get the weather, local news, etc.","love the firestick! my kids love that they can talk to alexa and get the weather, local news, etc.",positive,2
It offers hours of entertainment and it was very easy to install and activate 👍,it offers hours of entertainment and it was very easy to install and activate 👍,positive,2
amazon fire stick is amazing !!!,amazon fire stick is amazing !!!,positive,2
I have 2 of them the one I have to reset it at least once a week or so some times twice,i have 2 of them the one i have to reset it at least once a week or so some times twice,positive,2
Awesome product more than expected,awesome product more than expected,positive,2
I don’t like that it goes into sleep mode after 20-30 minutes of “inactivity”. I shouldn’t have to “wake up” the fire tv to finish watching a show.,i don’t like that it goes into sleep mode after 20-30 minutes of “inactivity”. i shouldn’t have to “wake up” the fire tv to finish watching a show.,negative,0
availability of movies and nothing I don't like,availability of movies and nothing i don't like,positive,2
"Very satisfied, easy setup. Great product. Highly recommend.","very satisfied, easy setup. great product. highly recommend.",positive,2
We like it better than Roku.  Voice commands really work.,we like it better than roku.  voice commands really work.,positive,2
"Easy setup, works flawlessly!","easy setup, works flawlessly!",positive,2
Easy to hook up.  Wish I knew all its capabilities,easy to hook up.  wish i knew all its capabilities,positive,2
Great Purchase,great purchase,positive,2
Easy to set up,easy to set up,positive,2
It was easy to use for our bedroom TV.,it was easy to use for our bedroom tv.,positive,2
"I used Chromecast before this, it was okay. But I love the FireStick. Works great, doesn’t lag. Would recommend!","i used chromecast before this, it was okay. but i love the firestick. works great, doesn’t lag. would recommend!",positive,2
 ,,positive,2
I bought this fire stick for another TV! No more arguments about what to watch!,i bought this fire stick for another tv! no more arguments about what to watch!,positive,2
"I liked it until on day after a year it no longer worked, would not power up  and go past the firestick  logo on tv. Bought a second one, will not buy a third if this one doesn't last longer....","i liked it until on day after a year it no longer worked, would not power up  and go past the firestick  logo on tv. bought a second one, will not buy a third if this one doesn't last longer....",negative,0
We love our fire stick!! The Alexa voice control is fantastic for my younger kids!!,we love our fire stick!! the alexa voice control is fantastic for my younger kids!!,positive,2
Setup was easy and usage was intuitive.  I've used it away from home and it works great.,setup was easy and usage was intuitive.  i've used it away from home and it works great.,positive,2
I really love that all my apps are in one spot,i really love that all my apps are in one spot,positive,2
I love the number of movies that are available using this device. Took me a little time to setup and learn how to work it. The only thing I miss is local channels.,i love the number of movies that are available using this device. took me a little time to setup and learn how to work it. the only thing i miss is local channels.,positive,2
Love that the fire stick allows me enough choices to ditch cable!,love that the fire stick allows me enough choices to ditch cable!,positive,2
Plenty of options to choose from!,plenty of options to choose from!,positive,2
It worked as a charmed.,it worked as a charmed.,positive,2
I love it . Easy set up as well,i love it . easy set up as well,positive,2
I love how fast you get a respond from Alexa.Also easy to find any thing you are looking forjust speak in to the remote.,i love how fast you get a respond from alexa.also easy to find any thing you are looking forjust speak in to the remote.,positive,2
Extremely easy to use! Switched away from directv and use it to stream T.V.,extremely easy to use! switched away from directv and use it to stream t.v.,positive,2
It don’t show nothing,it don’t show nothing,negative,0
Works like a charm!,works like a charm!,positive,2
"Works great, some of the apps will start buffering but it’s probably my internet. Love the Alexa voice control.","works great, some of the apps will start buffering but it’s probably my internet. love the alexa voice control.",positive,2
"It does what it says it will do.  The picture quality is better than what I have been receiving on cable TV.  Only downside is if you pause the movie for more than a couple minutes it takes a long time to come back on and you often get a message that your internet speed is too slow (I'm clocking 300 mb at my house on a good day).  Also, voice command through Alexia doesn't work well, but that could be operator error.  All in all, for $20 you can't beat it.","it does what it says it will do.  the picture quality is better than what i have been receiving on cable tv.  only downside is if you pause the movie for more than a couple minutes it takes a long time to come back on and you often get a message that your internet speed is too slow (i'm clocking 300 mb at my house on a good day).  also, voice command through alexia doesn't work well, but that could be operator error.  all in all, for $20 you can't beat it.",positive,2
I loved everything,i loved everything,positive,2
"Very disappointed when we had to mandatory upgrade and when we final got done with the upload, we had lost our local Charlotte NC channels (which are pur news and weather also)  (CBS, NBC, ABC) and 2 days later was Amazon day with discounts on what we had JUST ordered.","very disappointed when we had to mandatory upgrade and when we final got done with the upload, we had lost our local charlotte nc channels (which are pur news and weather also)  (cbs, nbc, abc) and 2 days later was amazon day with discounts on what we had just ordered.",negative,0
Second one for my house. This is great...I am not tech oriented and all I have to do is hold down a button and talk. Now I am watching tv too much! LOL!,second one for my house. this is great...i am not tech oriented and all i have to do is hold down a button and talk. now i am watching tv too much! lol!,positive,2
"I love this thing! The Alexa feature makes it so easy to find what you want no matter which streaming service has it.  No more searching Netflix then Amazon etc to see if either has your show,  Alexa finds it for you!","i love this thing! the alexa feature makes it so easy to find what you want no matter which streaming service has it.  no more searching netflix then amazon etc to see if either has your show,  alexa finds it for you!",positive,2
Great product,great product,positive,2
Love it!,love it!,positive,2
I feel that the voice feature is useless. Lots of channels to stream though.,i feel that the voice feature is useless. lots of channels to stream though.,neutral,1
Garbage...Even trying to watch Amazon Prime Video this piece of garbage looses internet connection half way thru a show. The cheapest Roku works 100 time better. DO not waste your time or money on this piece of garbage.,garbage...even trying to watch amazon prime video this piece of garbage looses internet connection half way thru a show. the cheapest roku works 100 time better. do not waste your time or money on this piece of garbage.,negative,0
Loved it.,loved it.,positive,2
Love the fire stick. Alexa works well on it too. Would recommend.,love the fire stick. alexa works well on it too. would recommend.,positive,2
"Just getting started with the Fire TV Stick. So far, so good.","just getting started with the fire tv stick. so far, so good.",positive,2
